"Mean Hourly Temperature (°C) for all sites, 01/01/06 thru 12/31/06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Bald Mesa,Beaver Basin,Burro Pass Tr,Dry Fk Mill Cr,E Mt Peale,Geyser Pass,Gold Basin,Grand-view,Horse Cr,La Sal Pass,L. Beaver,Mellenthin Meadows,Moonlight Meadows,Mt Mellenthin,N Peale RG,Wet Fk Mill Cr,Upper Dk Can,Upper Dk Can 2,Boren Mesa,Brumley Ridge,Chicken Creek,Clark Lake,Dinosaur Tracks,East Dark Canyon,Hwy 46 La Sal,Lower Geyser Pass Rd,La Sal Pass Junction,South Beaver Mesa,Warner Meadows
Logger S/N,532797,532798,533551,555505,533560,555501,441384,555497,532800,555506,710738,695788,625100,555494,532801,555502,555498,710739,733938,1001871,1001873,733939,625102,1001872,984395,733937,1001874,710736,733935
Elevation (m),2707.00,3378,3329,3232,3073,3207,3186,2204,3037,3091,3125,3195,3280,3445,3223,2988,3518,3512,2866,2354,2473,2863,2598,3253,2317,2503,2377,2537,2869
Date/Time,BMS,UBB,BPT,DFM,EMP,GEP,GOB,GRV,HCR,LSP,LBB,MEM,MOM,MEL,NPE,WFM,UDC,UD2,BOR,BRR,CCR,CLK,DIN,EDC,HWY,LGP,LPJ,SBM,WME
12/20/06 13:00:00.0,-7.94,-12.88,-12.00,,-7.33,-9.64,-7.50,-5.31,-6.40,-5.56,-12.09,-9.83,-10.47,-10.56,-8.91,-7.59,,-4.33,-6.15,-4.82,-4.66,-5.98,-8.65,,-4.25,-4.82,-4.33,-8.91,-7.51
12/20/06 14:00:00.0,-8.12,-12.59,-11.42,,-6.99,-9.28,-7.42,-4.82,-6.06,-5.31,-11.70,-9.37,-10.10,-10.29,-8.38,-7.94,,-4.33,-6.06,-5.15,-4.42,-5.81,-8.03,,-4.58,-5.15,-4.90,-8.29,-7.85
12/20/06 15:00:00.0,-8.12,-11.42,-10.94,,-6.15,-8.12,-6.65,-4.33,-4.99,-8.06,-11.61,-8.20,-9.10,-9.28,-7.16,-7.42,,-4.33,-4.82,-5.15,-3.69,-4.58,-7.68,,-4.98,-5.31,-5.23,-8.29,-6.82
12/20/06 16:00:00.0,-8.91,-10.47,-10.57,,-5.23,-7.50,-5.81,-4.82,-4.33,-9.67,-12.49,-7.16,-8.12,-8.65,-6.40,-6.06,,-4.33,-5.15,-5.73,-6.06,-4.33,-8.38,,-5.89,-6.65,-6.23,-8.65,-8.56
12/20/06 17:00:00.0,-9.09,-11.61,-10.85,,-5.90,-8.47,-6.65,-5.15,-5.15,-11.52,-12.49,-8.38,-9.28,-9.55,-7.16,-6.06,,-4.33,-7.33,-6.06,-6.57,-5.48,-8.91,,-6.48,-6.74,-6.65,-8.91,-9.28
12/20/06 18:00:00.0,-8.47,-12.29,-11.32,,-7.08,-9.55,-7.85,-5.15,-6.23,-12.00,-12.29,-9.37,-10.47,-10.66,-8.47,-7.42,,-3.85,-7.25,-5.81,-5.90,-5.89,-8.91,,-7.16,-6.31,-6.74,-9.19,-9.00
12/20/06 19:00:00.0,-8.73,-13.08,-12.19,,-7.94,-10.19,-8.38,-5.15,-7.08,-10.95,-12.29,-10.19,-11.04,-11.42,-9.09,-7.59,,-3.85,-8.56,-5.81,-5.07,-6.82,-8.91,,-7.50,-6.65,-6.65,-9.00,-9.74
12/20/06 20:00:00.0,-9.28,-12.49,-12.00,,-8.20,-10.10,-8.38,-5.39,-7.33,-8.68,-12.39,-10.19,-10.85,-11.42,-9.28,-8.47,,-3.85,-8.83,-5.98,-6.48,-6.82,-8.91,,-7.50,-7.25,-6.74,-8.91,-9.92
12/20/06 21:00:00.0,-9.46,-12.00,-11.80,,-7.68,-9.74,-8.20,-5.31,-6.82,-11.51,-12.59,-9.64,-10.56,-11.13,-8.56,-8.38,,-3.85,-7.85,-6.40,-6.65,-6.82,-8.91,,-8.20,-8.03,-7.08,-9.37,-9.46
12/20/06 22:00:00.0,-8.03,-12.29,-11.42,,-7.33,-9.37,-7.85,-5.39,-6.48,-11.04,-12.00,-9.46,-10.10,-11.13,-8.56,-8.20,,-3.85,-7.25,-6.65,-7.77,-6.06,-9.55,,-9.74,-9.09,-9.10,-10.10,-7.50
12/20/06 23:00:00.0,-7.85,-12.49,-11.70,,-7.16,-9.28,-8.12,-5.31,-7.78,-10.38,-11.80,-9.74,-9.74,-11.70,-9.09,-8.03,,-3.85,-9.00,-6.99,-8.56,-5.81,-10.01,,-10.47,-9.37,-9.55,-10.85,-7.77
12/21/06 00:00:00.0,-8.12,-12.59,-11.90,,-7.68,-9.92,-8.56,-5.31,-8.03,-9.47,-11.80,-10.47,-10.56,-12.29,-9.64,-8.56,,-3.85,-9.10,-5.39,-10.01,-6.48,-10.01,,-10.75,-7.94,-10.66,-11.13,-8.20
12/21/06 01:00:00.0,-8.65,-12.59,-12.00,,-8.38,-10.10,-8.82,-4.98,-9.28,-10.57,-11.70,-10.66,-10.85,-12.29,-9.92,-8.83,,-3.85,-9.01,-5.56,-10.66,-7.42,-9.46,,-11.04,-6.99,-10.85,-10.56,-8.65
12/21/06 02:00:00.0,-7.86,-12.29,-11.80,,-8.91,-9.64,-7.68,-4.66,-9.92,-9.92,-11.61,-10.29,-10.47,-11.90,-8.21,-8.47,,-3.85,-7.59,-5.56,-10.29,-7.16,-8.91,,-11.51,-6.57,-11.04,-9.37,-8.47
12/21/06 03:00:00.0,-6.06,-11.23,-10.75,,-8.73,-8.92,-7.16,-3.85,-8.14,-7.87,-11.32,-9.01,-9.55,-11.04,-7.95,-8.38,,-3.85,-6.65,-3.85,-8.39,-6.40,-8.82,,-11.51,-4.66,-10.57,-9.19,-7.77
12/21/06 04:00:00.0,-5.48,-10.10,-10.10,,-7.68,-7.68,-7.33,-3.37,-7.42,-8.03,-10.38,-7.59,-8.56,-9.83,-6.48,-7.42,,-3.85,-5.56,-2.98,-8.82,-4.98,-8.73,,-10.75,-4.09,-9.55,-10.01,-6.74
12/21/06 05:00:00.0,-5.31,-10.01,-9.83,,-6.40,-7.76,-6.31,-3.45,-7.34,-5.56,-10.19,-8.03,-8.47,-9.83,-6.48,-6.40,,-3.85,-5.64,-4.99,-10.38,-4.41,-8.91,,-11.13,-7.42,-10.48,-9.92,-6.23
12/21/06 06:00:00.0,-4.33,-9.74,-9.46,,-6.31,-7.85,-6.31,-2.51,-5.64,-6.31,-10.01,-7.85,-8.20,-9.64,-6.99,-5.81,,-3.85,-4.82,-6.74,-10.85,-4.01,-8.20,,-11.32,-7.51,-11.13,-9.74,-5.73
12/21/06 07:00:00.0,-3.77,-9.00,-8.91,,-5.81,-7.33,-5.98,-2.44,-5.15,-6.40,-9.37,-7.42,-7.85,-9.46,-6.65,-5.48,,-3.85,-4.17,-7.94,-10.94,-3.85,-7.94,,-11.42,-7.18,-11.23,-9.37,-5.15
12/21/06 08:00:00.0,-3.14,-8.91,-8.20,,-5.15,-6.74,-5.39,-5.32,-5.56,-4.74,-9.00,-6.65,-7.33,-8.38,-5.15,-4.90,,-3.85,-4.01,-8.73,-8.40,-3.29,-5.23,,-9.29,-8.56,-3.99,-8.04,-4.41
12/21/06 09:00:00.0,-2.52,-8.56,-7.68,,-4.09,-6.14,-5.31,-6.31,-5.82,-3.45,-8.20,-5.81,-6.82,-7.33,-3.93,-4.50,,-3.85,-3.37,-6.24,-5.56,-3.14,-5.48,,-6.07,-5.74,-1.00,-6.23,-3.85
12/21/06 10:00:00.0,-1.51,-8.91,-6.57,,-3.22,-5.81,-5.07,-5.15,-4.66,-3.06,-6.99,-5.15,-6.15,-7.33,-3.38,-5.23,,-3.85,-2.44,-2.99,-3.30,-3.06,-2.14,,-3.69,-3.85,0.87,-3.46,-1.44
12/21/06 11:00:00.0,-1.21,-8.12,-5.98,,-1.98,-5.23,-5.15,-3.22,-3.53,-2.98,-6.31,-3.86,-4.98,-7.33,-2.59,-4.66,,-3.85,-1.59,-2.21,-2.44,-2.44,1.73,,-2.21,-2.98,1.24,0.20,-0.69
12/21/06 12:00:00.0,-0.16,-7.94,-5.64,,-2.52,-3.94,-5.07,-2.36,-3.45,-3.14,-6.14,-3.45,-4.41,-7.85,-2.94,-2.07,,-3.85,-1.21,-0.31,-1.14,-1.98,0.87,,-0.91,-1.75,0.87,1.82,-0.01
12/21/06 13:00:00.0,0.07,-8.12,-4.90,,-2.21,-2.13,-5.64,-0.99,-3.77,-3.21,-5.64,-3.22,-3.69,-8.56,-5.56,-1.59,,-3.85,-0.31,-0.01,0.14,-2.21,-0.91,,-0.01,-0.24,2.03,1.23,1.02
12/21/06 14:00:00.0,-0.24,-7.42,-5.41,,-2.67,-3.69,-6.48,-0.99,-4.58,-3.77,-5.31,-1.90,-2.91,-8.82,-7.42,-1.36,,-3.85,-0.84,-0.31,0.51,-2.90,-0.76,,-0.16,-0.54,1.81,1.45,1.46
12/21/06 15:00:00.0,-1.83,-6.23,-8.12,,-3.14,-4.09,-5.73,-0.99,-6.06,-4.01,-6.41,-4.37,-2.60,-8.65,-7.94,-1.14,,-3.85,-1.74,-1.82,0.66,-4.34,-0.39,,-0.46,-1.44,-0.09,0.20,1.02
12/21/06 16:00:00.0,-4.75,-6.23,-9.83,,-4.09,-4.25,-6.15,-1.75,-7.16,-5.15,-9.92,-7.42,-4.01,-8.29,-9.09,-3.54,,-3.85,-3.30,-3.93,-0.24,-5.64,-4.03,,-2.21,-2.36,-2.60,-2.94,-1.84
12/21/06 17:00:00.0,-4.66,-5.56,-10.66,,-4.99,-5.15,-6.91,-4.17,-8.83,-5.73,-11.42,-6.91,-5.23,-8.29,-7.88,-4.90,,-3.85,-3.38,-5.64,-4.02,-6.82,-5.73,,-4.82,-4.41,-6.06,-6.40,-3.46
12/21/06 18:00:00.0,-5.48,-5.64,-10.38,,-5.40,-5.31,-7.33,-4.66,-9.92,-4.34,-11.61,-7.68,-5.73,-8.03,-6.06,-5.49,,-3.85,-3.69,-6.06,-6.74,-7.94,-6.74,,-6.91,-4.82,-7.08,-7.68,-5.64
12/21/06 19:00:00.0,-4.82,-5.15,-10.75,,-4.98,-5.90,-7.42,-5.07,-10.85,-6.41,-11.70,-8.82,-5.89,-7.16,-6.82,-5.73,,-3.85,-3.85,-6.40,-7.85,-9.46,-6.99,,-7.08,-4.58,-7.42,-8.20,-5.48
12/21/06 20:00:00.0,-4.17,-5.15,-12.00,,-4.82,-7.68,-7.85,-5.31,-11.51,-8.65,-11.70,-9.37,-7.08,-6.82,-7.51,-7.77,,-3.85,-4.41,-5.98,-8.82,-11.23,-7.34,,-7.85,-4.01,-8.65,-8.47,-6.23
12/21/06 21:00:00.0,-5.81,-6.06,-12.29,,-5.23,-8.03,-7.85,-5.40,-12.09,-8.92,-11.42,-9.74,-7.33,-7.25,-9.46,-8.91,,-3.85,-4.42,-6.15,-8.91,-12.49,-8.92,,-7.59,-5.40,-7.77,-7.33,-6.57
12/21/06 22:00:00.0,-5.31,-6.23,-11.80,,-5.81,-7.68,-7.68,-4.74,-12.29,-8.47,-11.51,-10.38,-7.16,-7.33,-9.92,-9.28,,-3.85,-5.07,-6.23,-9.00,-13.19,-9.37,,-9.19,-4.98,-7.42,-6.40,-7.08
12/21/06 23:00:00.0,-5.48,-5.81,-10.94,,-5.64,-7.33,-7.50,-4.66,-12.39,-8.56,-11.51,-10.19,-6.99,-7.85,-10.38,-9.46,,-3.85,-4.98,-5.98,-9.00,-13.49,-8.65,,-9.19,-4.66,-7.59,-6.57,-7.33
12/22/06 00:00:00.0,-6.74,-5.31,-10.75,,-5.56,-7.25,-7.59,-4.74,-12.88,-8.73,-11.70,-10.01,-7.08,-7.68,-10.29,-9.28,,-3.85,-4.98,-6.65,-9.46,-13.69,-8.03,,-8.91,-4.74,-9.01,-6.65,-7.42
12/22/06 01:00:00.0,-6.82,-5.64,-10.56,,-5.89,-7.16,-7.33,-4.25,-12.88,-8.47,-11.70,-10.19,-7.16,-6.31,-10.01,-9.28,,-3.85,-5.07,-5.73,-9.83,-14.10,-8.73,,-9.19,-5.15,-8.83,-8.03,-7.68
12/22/06 02:00:00.0,-5.65,-5.56,-10.66,,-5.64,-8.65,-7.76,-4.58,-13.08,-9.83,-11.42,-10.19,-8.03,-6.82,-9.46,-9.09,,-3.85,-5.07,-5.39,-9.92,-14.31,-9.37,,-9.46,-4.66,-8.92,-7.61,-7.76
12/22/06 03:00:00.0,-4.90,-6.14,-11.13,,-6.06,-8.47,-7.68,-4.90,-13.49,-9.55,-10.57,-10.75,-8.73,-6.65,-7.53,-9.55,,-3.85,-5.07,-5.64,-10.01,-14.73,-8.57,,-9.10,-4.58,-9.19,-5.73,-7.16
12/22/06 04:00:00.0,-6.48,-5.89,-10.19,,-6.23,-8.38,-7.25,-5.15,-13.49,-8.56,-11.23,-11.32,-8.20,-6.06,-4.50,-10.01,,-3.85,-4.98,-6.31,-10.01,-14.73,-8.56,,-9.00,-4.98,-9.55,-4.91,-7.25
12/22/06 05:00:00.0,-6.40,-6.06,-9.38,,-5.81,-8.29,-6.48,-5.23,-13.08,-8.65,-10.48,-10.38,-8.56,-5.98,-3.69,-9.92,,-3.85,-5.31,-5.56,-10.01,-14.21,-8.56,,-8.91,-4.82,-9.64,-6.23,-6.91
12/22/06 06:00:00.0,-5.32,-6.82,-9.10,,-5.81,-8.47,-5.98,-5.31,-12.78,-8.47,-9.74,-10.29,-9.19,-6.23,-3.93,-9.74,,-3.85,-4.90,-5.56,-9.46,-13.59,-7.34,,-9.37,-4.66,-9.46,-6.31,-6.23
12/22/06 07:00:00.0,-4.98,-7.16,-8.29,,-5.48,-8.20,-6.23,-4.74,-11.32,-8.73,-7.60,-9.38,-8.91,-6.74,-4.01,-9.46,,-3.85,-4.33,-4.82,-8.47,-12.79,-6.65,,-7.86,-3.53,-8.83,-6.23,-5.73
12/22/06 08:00:00.0,-4.82,-7.33,-8.12,,-5.81,-7.85,-6.31,-5.23,-9.28,-8.29,-6.57,-7.85,-8.82,-7.16,-4.33,-9.19,,-3.85,-4.74,-4.33,-8.03,-11.51,-6.06,,-7.16,-3.45,-7.59,-5.73,-5.73
12/22/06 09:00:00.0,-3.62,-7.33,-7.50,,-5.15,-6.82,-6.23,-4.01,-8.47,-7.16,-6.06,-6.65,-7.59,-6.99,-4.33,-8.65,,-3.85,-4.33,-3.22,-6.48,-9.56,-4.99,,-5.98,-2.52,-6.15,-4.50,-4.75
12/22/06 10:00:00.0,-1.83,-6.82,-6.40,,-3.85,-5.56,-5.81,-2.98,-6.23,-5.65,-4.98,-5.48,-5.82,-6.48,-3.93,-7.51,,-3.85,-3.29,-1.21,-4.74,-6.91,-2.52,,-3.93,-0.54,-3.54,-2.28,-2.75
12/22/06 11:00:00.0,-0.76,-6.14,-5.23,,-3.53,-5.07,-5.56,-2.59,-5.81,-4.66,-4.34,-4.17,-4.74,-6.06,-3.93,-5.65,,-3.85,-3.29,-0.99,-3.53,-4.82,3.28,,-2.36,-1.52,-2.21,0.56,-1.97
12/22/06 12:00:00.0,-0.31,-5.81,-4.66,,-3.53,-5.07,-5.73,-2.36,-5.48,-4.33,-4.74,-3.85,-4.74,-6.31,-3.15,-3.93,,-3.85,-3.37,-0.61,-2.13,-4.41,1.80,,-0.61,-1.29,0.21,1.02,-1.66
12/22/06 13:00:00.0,-0.54,-5.56,-5.07,,-3.93,-5.39,-5.81,-2.36,-5.81,-4.58,-5.23,-3.93,-5.64,-6.31,-4.17,-3.29,,-3.85,-3.53,-0.61,-1.44,-4.74,-0.69,,-0.76,-1.06,0.51,-0.54,-1.97
12/22/06 14:00:00.0,-1.52,-5.73,-5.81,,-4.58,-5.81,-6.57,-2.36,-5.89,-5.15,-5.64,-4.90,-5.81,-7.25,-5.23,-3.77,,-3.85,-4.01,-1.52,-1.44,-4.90,-1.67,,-1.21,-2.44,-0.69,-1.36,-2.51
12/22/06 15:00:00.0,-2.28,-6.82,-6.65,,-5.48,-6.31,-7.16,-2.13,-6.40,-5.89,-6.57,-5.64,-6.40,-7.68,-5.98,-4.01,,-3.85,-4.25,-1.82,-1.90,-5.64,-2.90,,-1.98,-2.44,-1.67,-3.22,-3.21
12/22/06 16:00:00.0,-4.66,-7.33,-6.99,,-6.23,-7.42,-7.85,-2.82,-6.91,-6.65,-6.99,-6.74,-7.25,-8.03,-6.48,-4.98,,-3.85,-4.90,-2.90,-2.59,-5.98,-4.66,,-3.29,-3.14,-3.37,-4.42,-4.17
12/22/06 17:00:00.0,-5.31,-8.03,-7.85,,-6.31,-8.29,-8.12,-2.98,-7.68,-7.85,-7.59,-7.68,-7.76,-8.29,-6.48,-5.64,,-3.85,-5.81,-3.69,-3.85,-6.65,-5.56,,-4.17,-3.85,-4.82,-5.64,-5.15
12/22/06 18:00:00.0,-4.98,-7.68,-7.76,,-6.57,-7.68,-7.59,-4.17,-7.85,-7.85,-7.85,-7.85,-7.59,-8.47,-5.81,-6.65,,-3.85,-5.73,-3.85,-4.33,-7.08,-5.07,,-4.82,-3.85,-5.15,-5.81,-5.31
12/22/06 19:00:00.0,-4.90,-7.33,-7.59,,-6.40,-7.33,-6.99,-5.15,-7.85,-7.42,-7.85,-7.85,-7.33,-7.85,-6.57,-6.82,,-3.85,-5.48,-5.15,-4.49,-6.82,-5.07,,-4.90,-4.50,-5.15,-5.64,-5.23
12/22/06 20:00:00.0,-6.23,-8.12,-8.20,,-7.08,-7.85,-7.33,-5.56,-8.03,-7.85,-8.47,-8.38,-7.59,-8.20,-7.68,-6.74,,-3.85,-5.56,-6.65,-4.90,-7.42,-5.48,,-5.56,-5.98,-5.56,-5.90,-5.98
12/22/06 21:00:00.0,-7.50,-8.47,-10.19,,-7.33,-8.65,-8.65,-6.14,-9.28,-8.83,-9.83,-9.55,-8.47,-9.28,-9.01,-6.91,,-3.85,-6.06,-6.65,-5.73,-9.19,-7.08,,-7.08,-6.15,-6.99,-7.59,-7.16
12/22/06 22:00:00.0,-7.42,-9.46,-10.38,,-7.25,-8.91,-9.00,-5.90,-10.01,-9.46,-10.56,-10.01,-8.91,-9.28,-9.92,-8.20,,-3.85,-7.08,-7.59,-7.42,-10.47,-8.56,,-8.03,-7.08,-8.03,-8.92,-7.85
12/22/06 23:00:00.0,-7.59,-9.46,-10.85,,-7.50,-9.28,-9.37,-4.17,-10.75,-9.55,-11.13,-11.04,-9.19,-9.28,-10.38,-9.09,,-3.85,-6.91,-6.91,-8.83,-11.13,-6.99,,-8.12,-6.91,-8.82,-8.47,-8.20
12/23/06 00:00:00.0,-7.42,-11.42,-11.04,,-7.85,-9.46,-9.55,-3.78,-11.32,-10.01,-12.19,-11.70,-9.00,-10.01,-11.04,-9.28,,-3.85,-7.25,-8.56,-9.37,-12.09,-6.91,,-9.38,-8.03,-9.01,-8.38,-8.47
12/23/06 01:00:00.0,-6.65,-11.70,-10.85,,-8.20,-9.83,-9.00,-3.79,-11.23,-9.46,-12.59,-11.70,-9.28,-10.01,-11.61,-9.83,,-3.85,-6.74,-7.59,-7.87,-11.70,-6.65,,-10.57,-6.65,-8.83,-9.10,-7.85
12/23/06 02:00:00.0,-7.16,-11.80,-10.57,,-8.65,-9.92,-9.83,-4.27,-12.09,-10.01,-13.29,-12.39,-9.46,-10.19,-12.29,-9.46,,-3.85,-7.33,-7.51,-5.07,-12.68,-7.16,,-10.19,-6.74,-8.21,-9.55,-9.19
12/23/06 03:00:00.0,-6.82,-10.20,-9.28,,-8.91,-9.64,-9.64,-6.15,-12.59,-10.01,-13.80,-12.39,-8.91,-10.10,-12.19,-10.47,,-3.85,-6.91,-7.59,-4.98,-13.49,-6.65,,-10.29,-6.40,-8.13,-9.64,-9.46
12/23/06 04:00:00.0,-8.65,-10.01,-8.47,,-8.38,-9.28,-9.46,-7.68,-12.88,-10.01,-13.69,-11.61,-8.73,-9.92,-12.29,-10.19,,-3.85,-7.42,-9.55,-5.15,-14.00,-8.14,,-9.47,-7.59,-9.19,-10.01,-9.46
12/23/06 05:00:00.0,-8.20,-11.32,-8.65,,-8.56,-9.19,-8.65,-6.49,-12.78,-10.29,-14.10,-12.09,-8.56,-9.74,-12.68,-9.92,,-3.85,-7.68,-10.47,-5.89,-14.10,-9.74,,-11.42,-8.74,-9.01,-10.38,-9.74
12/23/06 06:00:00.0,-8.03,-11.70,-10.29,,-9.00,-9.74,-9.37,-4.90,-12.49,-10.10,-14.00,-12.59,-9.19,-9.00,-13.08,-7.96,,-3.85,-7.33,-9.02,-3.93,-13.39,-8.47,,-12.19,-7.42,-9.74,-10.66,-9.92
12/23/06 07:00:00.0,-7.76,-10.02,-10.19,,-9.46,-10.01,-9.19,-6.06,-13.29,-10.19,-13.80,-12.19,-9.19,-9.28,-12.29,-7.86,,-3.85,-7.16,-8.20,-3.85,-13.80,-7.95,,-12.09,-7.08,-6.41,-10.57,-9.92
12/23/06 08:00:00.0,-6.26,-8.38,-8.84,,-8.12,-8.74,-9.00,-6.57,-13.49,-9.09,-13.80,-11.24,-7.94,-7.51,-8.77,-10.01,,-3.85,-7.16,-7.85,-3.06,-14.10,-3.94,,-7.82,-6.14,-0.82,-8.31,-9.46
12/23/06 09:00:00.0,-2.67,-8.38,-7.25,,-6.15,-6.82,-9.46,-7.16,-12.78,-8.12,-12.69,-7.51,-6.91,-6.65,-5.89,-9.46,,-3.85,-6.32,-5.73,-0.91,-13.19,-2.90,,-4.18,-3.62,2.53,-4.51,-7.52
12/23/06 10:00:00.0,-0.16,-8.20,-5.00,,-3.32,-5.81,-9.01,-5.32,-11.04,-5.90,-9.76,-5.48,-4.82,-6.82,-5.89,-9.09,,-3.85,-4.90,-1.93,0.07,-11.42,1.44,,-1.52,-1.52,4.01,-1.82,-2.05
12/23/06 11:00:00.0,0.87,-6.65,-2.98,,-2.44,-5.23,-8.29,-3.69,-8.56,-4.74,-6.40,-3.87,-4.42,-6.65,-6.32,-8.47,,-3.85,-3.93,-0.24,0.73,-9.10,3.38,,-0.16,-1.06,2.53,0.98,-1.44
12/23/06 12:00:00.0,2.17,-6.31,-2.36,,-3.37,-3.85,-7.68,-2.59,-6.57,-4.33,-5.56,-3.29,-3.29,-7.42,-6.50,-6.16,,-3.85,-2.52,-0.09,1.02,-6.99,2.29,,-1.59,-1.21,1.89,2.45,-0.39
12/23/06 13:00:00.0,0.06,-5.98,-3.30,,-2.83,-3.77,-6.82,-2.59,-5.48,-3.93,-5.07,-3.29,-4.25,-6.99,-6.32,-4.82,,-3.85,-2.52,-1.14,0.44,-4.90,-2.75,,-0.91,-1.90,1.74,-1.29,-0.31
12/23/06 14:00:00.0,-1.14,-5.81,-4.58,,-3.85,-4.74,-5.81,-1.98,-5.15,-4.25,-4.82,-4.33,-4.74,-6.65,-5.31,-3.77,,-3.85,-2.59,-1.21,-0.01,-3.85,-2.05,,-0.91,-1.36,0.43,-1.82,-1.44
12/23/06 15:00:00.0,-0.99,-6.82,-6.14,,-4.41,-4.82,-6.99,-1.06,-5.73,-4.90,-5.23,-4.74,-3.93,-7.33,-6.91,-2.98,,-3.85,-2.67,-1.74,0.07,-4.99,-0.84,,-1.44,-0.31,-0.61,-0.99,-1.14
12/23/06 16:00:00.0,-3.22,-7.08,-7.16,,-5.15,-5.98,-7.68,-1.82,-7.08,-5.89,-7.08,-7.42,-5.56,-7.16,-8.83,-4.26,,-3.85,-3.53,-3.14,-0.69,-6.40,-4.01,,-2.05,-1.59,-2.52,-3.97,-2.83
12/23/06 17:00:00.0,-5.00,-5.07,-6.99,,-5.81,-7.51,-8.12,-3.94,-8.83,-7.68,-9.37,-7.85,-6.91,-6.14,-6.53,-5.98,,-3.85,-4.50,-3.86,-3.46,-8.12,-6.16,,-4.01,-3.00,-5.82,-5.82,-4.66
12/23/06 18:00:00.0,-6.91,-4.66,-6.82,,-6.23,-8.56,-7.85,-3.46,-10.57,-9.00,-10.19,-8.29,-7.85,-6.23,-4.33,-7.77,,-3.85,-5.48,-5.81,-5.31,-10.11,-7.94,,-5.40,-5.64,-7.16,-8.03,-6.40
12/23/06 19:00:00.0,-6.23,-4.74,-7.42,,-6.31,-8.65,-7.94,-3.53,-11.61,-9.28,-9.55,-8.65,-7.50,-6.23,-4.66,-8.65,,-3.85,-4.25,-5.15,-6.57,-11.90,-7.42,,-6.74,-4.58,-7.08,-7.34,-6.31
12/23/06 20:00:00.0,-6.15,-5.31,-8.38,,-5.81,-8.73,-8.20,-4.09,-12.29,-9.74,-10.10,-9.19,-8.12,-6.91,-5.23,-9.09,,-3.85,-5.23,-4.74,-7.95,-13.08,-9.01,,-7.25,-4.90,-8.29,-7.33,-6.91
12/23/06 21:00:00.0,-6.91,-5.98,-8.29,,-5.81,-9.46,-8.65,-5.07,-12.29,-10.38,-10.10,-9.19,-8.91,-7.50,-4.58,-9.64,,-3.85,-5.64,-6.06,-8.73,-13.49,-8.92,,-7.33,-5.23,-8.65,-7.94,-7.33
12/23/06 22:00:00.0,-6.23,-6.74,-7.42,,-5.89,-9.00,-8.56,-4.09,-12.29,-9.92,-7.77,-7.77,-8.29,-8.38,-5.23,-9.64,,-3.85,-5.64,-4.99,-8.38,-12.98,-7.42,,-7.42,-5.23,-8.38,-8.38,-7.33
12/23/06 23:00:00.0,-5.23,-6.91,-7.59,,-6.06,-8.92,-8.73,-3.61,-12.09,-9.64,-6.99,-7.68,-7.51,-8.03,-5.23,-9.55,,-3.85,-5.98,-4.99,-8.38,-12.88,-6.06,,-7.94,-4.82,-8.29,-6.59,-7.59
12/24/06 00:00:00.0,-5.31,-6.65,-6.65,,-6.14,-8.38,-8.29,-4.17,-11.23,-9.28,-5.98,-7.33,-7.76,-7.68,-4.82,-9.92,,-3.85,-5.39,-4.41,-8.03,-12.29,-5.65,,-8.12,-4.09,-7.59,-7.16,-6.99
12/24/06 01:00:00.0,-4.91,-6.14,-6.06,,-5.40,-7.43,-7.51,-2.45,-10.75,-8.47,-5.23,-7.25,-6.57,-7.42,-4.82,-9.00,,-3.85,-5.24,-4.90,-8.20,-11.71,-5.25,,-7.42,-4.82,-7.51,-7.35,-6.32
12/24/06 02:00:00.0,-3.48,-5.98,-6.06,,-4.98,-7.00,-6.99,-3.65,-9.55,-7.16,-4.82,-6.48,-6.49,-7.34,-4.66,-8.03,,-3.85,-3.93,-2.91,-7.16,-10.19,-3.96,,-6.74,-2.91,-6.14,-5.24,-5.07
12/24/06 03:00:00.0,-6.65,-7.86,-8.84,,-5.64,-9.74,-9.28,-3.17,-10.38,-9.02,-5.48,-8.65,-9.37,-9.01,-5.98,-6.40,,-3.85,-6.99,-4.50,-7.25,-10.94,-7.35,,-6.91,-5.31,-8.30,-7.43,-7.51
12/24/06 04:00:00.0,-5.64,-8.38,-9.64,,-5.81,-9.01,-8.20,-4.02,-10.76,-9.28,-5.98,-8.38,-9.46,-9.28,-6.65,-7.69,,-3.85,-5.89,-4.09,-8.56,-12.29,-6.31,,-8.12,-4.41,-9.46,-5.40,-7.76
12/24/06 05:00:00.0,-6.99,-9.19,-9.28,,-6.40,-9.19,-8.56,-5.64,-8.56,-8.47,-6.74,-8.38,-9.46,-10.38,-7.77,-9.65,,-3.85,-6.48,-5.56,-3.07,-11.42,-9.10,,-6.91,-5.56,-3.76,-9.29,-7.51
12/24/06 06:00:00.0,-7.85,-10.29,-9.83,,-8.03,-10.01,-9.46,-3.55,-9.28,-9.28,-7.50,-9.74,-10.01,-11.42,-8.65,-7.59,,-3.85,-7.94,-6.48,-2.75,-11.23,-8.03,,-6.31,-6.57,-2.21,-9.01,-8.65
12/24/06 07:00:00.0,-7.85,-10.75,-10.29,,-8.73,-10.01,-10.01,-2.13,-9.46,-9.09,-7.94,-10.01,-10.47,-11.70,-9.00,-8.20,,-3.85,-8.20,-6.14,-2.21,-10.29,-7.16,,-4.99,-6.74,-3.06,-6.57,-8.38
