"Mean Hourly Temperature (°C) for all sites, 01/01/04 thru 12/31/04",,,,,,,,,,,,,,,,,,
Location,Bald Mesa,Beaver Basin,Burro Pass Tr,Dry Fk Mill Cr,E Mt Peale,Geyser Pass,Gold Basin,Grand-view,Horse Cr,La Sal Pass,L. Beaver,Mellenthin Meadows,Moonlight Meadows,Mt Mellenthin,N Peale RG,Wet Fk Mill Cr,Upper Dk Can,Upper Dk Can 2
Logger S/N,532797,532798,533551,555505,533560,555501,441384,555497,532800,555506,710738,695788,625100,555494,532801,555502,555498,710739
Elevation (m),2707.00,3378,3329,3232,3073,3207,3186,2204,3037,3091,3125,3195,3280,3445,3223,2988,3518,3512
Date/Time,BMS,UBB,BPT,DFM,EMP,GEP,GOB,GRV,HCR,LSP,LBB,MEM,MOM,MEL,NPE,WFM,UDC,UD2
01/01/04 00:00,-4.82,,-10.19,-9.46,-8.38,-9.46,,0.95,-7.85,-10.01,,,,-10.56,-7.85,-8.91,,
01/01/04 01:00,-5.15,,-10.85,-9.55,-8.38,-9.74,,1.10,-7.94,-10.01,,,,-10.94,-8.20,-9.00,,
01/01/04 02:00,-6.06,,-11.61,-10.19,-8.82,-10.01,,0.73,-8.83,-10.47,,,,-11.13,-8.56,-9.55,,
01/01/04 03:00,-5.64,,-11.70,-10.29,-9.00,-10.01,,0.51,-8.74,-10.56,,,,-11.32,-8.91,-9.55,,
01/01/04 04:00,-5.39,,-11.70,-10.29,-9.28,-10.29,,-0.01,-8.47,-10.56,,,,-11.70,-8.91,-9.46,,
01/01/04 05:00,-5.39,,-11.51,-10.56,-8.91,-10.47,,-0.16,-8.91,-10.56,,,,-11.23,-8.91,-9.46,,
01/01/04 06:00,-5.81,,-11.61,-10.56,-9.01,-10.56,,-0.16,-8.91,-10.66,,,,-11.13,-8.91,-9.83,,
01/01/04 07:00,-6.06,,-11.70,-10.66,-10.48,-10.56,,-0.16,-8.91,-11.32,,,,-11.13,-8.91,-10.01,,
01/01/04 08:00,-5.15,,-11.13,-10.29,-10.66,-9.74,,-0.61,-8.29,-10.57,,,,-10.19,-8.03,-9.92,,
01/01/04 09:00,-3.31,,-9.65,-8.56,-9.28,-8.12,,-0.54,-6.99,-10.01,,,,-9.19,-7.16,-8.47,,
01/01/04 10:00,-2.05,,-8.29,-8.38,-7.59,-7.76,,0.21,-6.31,-9.28,,,,-9.37,-6.82,-7.50,,
01/01/04 11:00,-1.74,,-8.03,-7.76,-7.33,-7.25,,1.17,-5.98,-8.38,,,,-8.91,-6.57,-6.82,,
01/01/04 12:00,-1.66,,-7.33,-7.68,-6.74,-7.16,,1.96,-5.81,-8.12,,,,-9.37,-6.82,-6.23,,
01/01/04 13:00,-1.90,,-7.08,-6.82,-6.57,-6.57,,2.39,-5.23,-7.50,,,,-8.65,-6.48,-5.23,,
01/01/04 14:00,-2.75,,-7.16,-7.25,-7.08,-6.65,,2.39,-5.64,-7.68,,,,-8.20,-6.74,-5.64,,
01/01/04 15:00,-3.21,,-7.59,-7.68,-7.50,-6.99,,2.53,-5.81,-7.94,,,,-8.38,-7.33,-6.14,,
01/01/04 16:00,-3.37,,-7.85,-7.50,-7.85,-6.99,,2.10,-5.81,-8.03,,,,-8.73,-7.68,-6.31,,
01/01/04 17:00,-3.14,,-7.85,-7.42,-7.68,-7.08,,1.60,-5.64,-7.50,,,,-8.65,-7.50,-6.06,,
01/01/04 18:00,-2.90,,-7.33,-6.82,-7.33,-6.74,,1.39,-5.31,-6.91,,,,-8.03,-7.59,-5.48,,
01/01/04 19:00,-2.75,,-7.59,-7.08,-6.99,-6.74,,1.67,-5.31,-6.48,,,,-8.20,-6.99,-5.56,,
01/01/04 20:00,-2.98,,-7.25,-6.82,-6.65,-6.65,,2.03,-5.31,-6.31,,,,-7.85,-6.82,-5.48,,
01/01/04 21:00,-3.29,,-6.82,-6.82,-6.31,-6.31,,2.03,-5.31,-5.81,,,,-7.68,-6.74,-5.31,,
01/01/04 22:00,-3.69,,-7.25,-6.82,-6.31,-6.74,,1.31,-5.73,-6.14,,,,-7.85,-6.74,-5.64,,
01/01/04 23:00,-4.17,,-7.68,-7.59,-6.48,-7.33,,0.58,-6.14,-6.57,,,,-8.47,-7.16,-6.06,,
01/02/04 00:00,-3.85,,-7.85,-7.50,-6.40,-7.33,,0.22,-6.31,-6.57,,,,-8.65,-7.33,-6.31,,
01/02/04 01:00,-4.09,,-8.12,-7.68,-6.57,-7.59,,0.22,-6.31,-6.82,,,,-8.82,-7.33,-6.31,,
01/02/04 02:00,-4.33,,-8.12,-7.85,-6.82,-7.59,,-0.09,-6.48,-6.82,,,,-8.73,-7.33,-6.31,,
01/02/04 03:00,-4.58,,-8.38,-7.85,-6.82,-7.85,,-0.16,-6.82,-6.82,,,,-8.91,-7.33,-6.57,,
01/02/04 04:00,-4.82,,-8.38,-7.85,-6.82,-7.85,,0.14,-6.82,-7.08,,,,-9.28,-7.59,-6.82,,
01/02/04 05:00,-4.82,,-8.38,-7.85,-6.82,-7.85,,-0.16,-6.82,-7.33,,,,-9.46,-7.85,-6.82,,
01/02/04 06:00,-4.82,,-8.38,-7.85,-6.82,-7.85,,-0.54,-6.82,-7.33,,,,-9.09,-7.76,-6.82,,
01/02/04 07:00,-4.82,,-8.38,-7.85,-6.82,-7.85,,-0.61,-6.82,-7.33,,,,-9.00,-7.68,-6.82,,
01/02/04 08:00,-4.82,,-8.38,-7.85,-6.82,-7.85,,-0.16,-6.82,-7.33,,,,-9.46,-7.85,-6.82,,
01/02/04 09:00,-4.82,,-8.38,-7.85,-6.82,-7.85,,-0.61,-6.82,-7.08,,,,-8.91,-7.76,-6.82,,
01/02/04 10:00,-4.41,,-8.38,-7.85,-6.82,-7.85,,-0.61,-6.57,-6.82,,,,-8.91,-7.33,-6.65,,
01/02/04 11:00,-4.33,,-8.38,-7.85,-6.82,-7.85,,-0.46,-6.74,-6.82,,,,-8.91,-7.33,-6.31,,
01/02/04 12:00,-4.25,,-8.29,-7.85,-6.82,-7.85,,-0.09,-6.48,-6.82,,,,-8.91,-7.33,-6.31,,
01/02/04 13:00,-3.85,,-7.85,-7.85,-6.31,-7.59,,0.14,-6.31,-6.82,,,,-8.91,-7.33,-6.31,,
01/02/04 14:00,-3.85,,-7.85,-7.33,-6.14,-7.33,,-0.31,-5.98,-6.31,,,,-8.47,-6.82,-6.06,,
01/02/04 15:00,-3.45,,-7.42,-6.99,-5.81,-6.91,,-0.61,-5.81,-6.23,,,,-8.38,-6.82,-5.81,,
01/02/04 16:00,-3.69,,-7.59,-7.16,-6.14,-6.91,,-0.24,-5.81,-6.31,,,,-8.38,-6.82,-5.81,,
01/02/04 17:00,-3.85,,-7.50,-6.99,-6.31,-6.99,,0.07,-5.81,-6.31,,,,-8.38,-6.82,-5.81,,
01/02/04 18:00,-3.85,,-7.85,-7.33,-6.48,-7.33,,0.07,-6.06,-6.31,,,,-8.91,-7.25,-5.81,,
01/02/04 19:00,-3.85,,-7.94,-7.33,-6.82,-7.33,,-0.01,-6.31,-6.48,,,,-8.91,-7.33,-6.31,,
01/02/04 20:00,-3.85,,-7.85,-7.33,-6.82,-7.33,,0.29,-5.98,-6.31,,,,-8.91,-7.33,-5.81,,
01/02/04 21:00,-3.85,,-7.94,-7.33,-6.82,-7.33,,-0.09,-6.31,-6.31,,,,-8.91,-7.33,-6.06,,
01/02/04 22:00,-3.85,,-7.94,-7.33,-6.57,-7.33,,0.22,-6.06,-6.40,,,,-8.91,-6.99,-6.14,,
01/02/04 23:00,-3.85,,-7.85,-7.33,-6.57,-7.33,,0.07,-6.14,-6.31,,,,-8.91,-7.33,-5.98,,
01/03/04 00:00,-4.09,,-7.94,-7.42,-6.74,-7.33,,-0.39,-6.31,-6.57,,,,-8.91,-7.33,-6.31,,
01/03/04 01:00,-4.33,,-8.38,-7.85,-7.25,-7.85,,-0.61,-6.65,-6.91,,,,-8.91,-7.76,-6.31,,
01/03/04 02:00,-4.58,,-8.82,-8.29,-7.33,-8.12,,-0.54,-6.82,-7.42,,,,-8.91,-7.85,-6.82,,
01/03/04 03:00,-5.07,,-8.91,-8.56,-7.33,-8.38,,-0.91,-7.33,-7.85,,,,-8.91,-7.85,-7.08,,
01/03/04 04:00,-5.31,,-9.46,-8.91,-7.76,-8.91,,-1.21,-7.42,-7.85,,,,-9.19,-8.56,-7.33,,
01/03/04 05:00,-6.06,,-10.19,-9.74,-8.74,-9.83,,-1.82,-8.38,-8.92,,,,-9.46,-9.64,-8.12,,
01/03/04 06:00,-6.65,,-10.94,-10.47,-9.37,-10.38,,-1.51,-9.09,-9.55,,,,-9.46,-10.29,-8.91,,
01/03/04 07:00,-7.33,,-11.70,-11.13,-10.19,-11.13,,-2.05,-9.46,-10.10,,,,-10.01,-11.13,-9.46,,
01/03/04 08:00,-7.33,,-11.70,-11.13,-10.47,-11.13,,-2.75,-9.55,-10.19,,,,-10.01,-11.13,-9.46,,
01/03/04 09:00,-7.33,,-11.70,-11.70,-10.10,-11.23,,-3.06,-10.01,-10.56,,,,-10.29,-11.13,-10.01,,
01/03/04 10:00,-7.08,,-11.61,-11.51,-9.74,-11.23,,-3.14,-9.83,-10.29,,,,-10.56,-11.13,-9.83,,
01/03/04 11:00,-6.74,,-11.70,-11.70,-9.83,-11.23,,-3.14,-9.74,-10.01,,,,-10.56,-11.51,-9.64,,
01/03/04 12:00,-6.65,,-12.00,-11.70,-9.92,-11.61,,-2.82,-10.01,-10.19,,,,-10.56,-11.51,-10.01,,
01/03/04 13:00,-6.99,,-11.70,-11.61,-9.74,-11.13,,-2.75,-10.01,-10.38,,,,-10.56,-11.13,-9.92,,
01/03/04 14:00,-6.91,,-12.00,-11.61,-9.37,-11.51,,-3.14,-10.01,-10.29,,,,-10.56,-11.32,-9.92,,
01/03/04 15:00,-7.77,,-12.29,-12.00,-10.10,-11.70,,-3.69,-10.10,-10.75,,,,-10.56,-11.90,-10.01,,
01/03/04 16:00,-8.38,,-12.68,-12.39,-10.66,-12.09,,-3.61,-10.56,-11.04,,,,-10.56,-12.00,-10.56,,
01/03/04 17:00,-9.19,,-13.08,-12.88,-11.13,-12.39,,-3.93,-10.85,-11.42,,,,-10.56,-12.29,-10.85,,
01/03/04 18:00,-9.92,,-13.80,-13.49,-11.70,-13.29,,-4.49,-11.51,-12.19,,,,-10.56,-12.88,-11.42,,
01/03/04 19:00,-10.01,,-14.10,-13.49,-12.39,-13.49,,-5.15,-11.70,-12.49,,,,-10.56,-13.08,-11.70,,
01/03/04 20:00,-10.38,,-14.10,-13.90,-12.78,-13.49,,-5.31,-11.70,-12.88,,,,-10.56,-13.49,-11.70,,
01/03/04 21:00,-10.56,,-14.73,-14.10,-12.59,-13.69,,-5.56,-12.09,-12.88,,,,-10.56,-13.49,-12.19,,
01/03/04 22:00,-11.04,,-14.84,-14.21,-12.88,-14.10,,-5.81,-12.29,-13.39,,,,-10.56,-13.69,-12.29,,
01/03/04 23:00,-12.19,,-15.58,-15.05,-13.80,-14.73,,-6.31,-13.29,-14.21,,,,-11.04,-14.63,-13.19,,
01/04/04 00:00,-12.88,,-16.35,-15.91,-14.73,-15.47,,-6.74,-14.00,-15.26,,,,-11.13,-15.58,-13.80,,
01/04/04 01:00,-14.32,,-17.13,-16.57,-15.48,-16.13,,-7.59,-14.73,-16.35,,,,-11.13,-16.69,-14.42,,
01/04/04 02:00,-16.02,,-18.41,-17.82,-16.68,-17.02,,-7.85,-15.48,-17.48,,,,-11.13,-17.71,-15.69,,
01/04/04 03:00,-17.02,,-19.37,-18.64,-17.82,-17.82,,-8.83,-16.69,-18.52,,,,-11.13,-18.52,-16.80,,
01/04/04 04:00,-17.36,,-20.12,-19.74,-18.05,-18.41,,-10.29,-17.82,-19.25,,,,-11.13,-18.88,-18.17,,
01/04/04 05:00,-18.29,,-20.62,-20.75,-18.88,-19.25,,-11.13,-19.62,-19.87,,,,-11.70,-19.49,-19.62,,
01/04/04 06:00,-18.17,,-21.26,-23.03,-19.49,-19.99,,-11.51,-20.75,-20.24,,,,-11.70,-19.62,-21.26,,
01/04/04 07:00,-18.76,,-22.20,-24.89,-19.49,-20.24,,-12.09,-21.79,-21.40,,,,-11.70,-20.24,-22.20,,
01/04/04 08:00,-17.27,,-22.33,-25.19,-19.49,-19.99,,-12.39,-22.20,-21.79,,,,-11.70,-20.25,-22.60,,
01/04/04 09:00,-13.80,,-20.62,-24.45,-17.94,-19.49,,-12.88,-22.88,-21.53,,,,-11.90,-17.82,-22.60,,
01/04/04 10:00,-10.85,,-18.77,-24.01,-16.02,-18.76,,-13.08,-21.66,-19.99,,,,-12.29,-16.91,-21.79,,
01/04/04 11:00,-9.10,,-15.81,-22.89,-14.73,-17.71,,-12.78,-19.87,-18.65,,,,-12.29,-16.02,-18.67,,
01/04/04 12:00,-8.29,,-13.69,-20.88,-14.73,-16.68,,-11.72,-17.60,-17.36,,,,-12.29,-14.13,-16.79,,
01/04/04 13:00,-7.59,,-12.98,-19.87,-14.63,-15.37,,-9.92,-16.68,-17.36,,,,-12.29,-17.13,-16.79,,
01/04/04 14:00,-8.75,,-12.98,-19.25,-14.52,-15.59,,-9.46,-16.46,-17.48,,,,-12.49,-18.18,-16.68,,
01/04/04 15:00,-9.46,,-16.37,-18.52,-15.36,-15.91,,-8.65,-17.14,-18.05,,,,-12.88,-19.25,-18.30,,
01/04/04 16:00,-11.62,,-18.65,-20.13,-16.35,-16.46,,-8.20,-18.89,-18.89,,,,-12.98,-19.50,-19.62,,
01/04/04 17:00,-15.06,,-19.99,-22.89,-17.25,-17.59,,-7.76,-20.49,-20.12,,,,-13.49,-17.71,-20.49,,
01/04/04 18:00,-17.02,,-21.00,-24.30,-17.59,-19.13,,-8.38,-21.53,-21.00,,,,-13.49,-18.42,-21.53,,
01/04/04 19:00,-17.02,,-21.53,-25.04,-17.59,-19.74,,-11.51,-22.60,-21.79,,,,-13.49,-18.53,-21.93,,
01/04/04 20:00,-18.05,,-22.20,-25.65,-18.89,-20.49,,-12.49,-23.16,-21.79,,,,-13.59,-19.00,-22.60,,
01/04/04 21:00,-18.05,,-21.79,-24.90,-19.49,-21.00,,-12.78,-23.44,-21.79,,,,-14.10,-19.37,-22.88,,
01/04/04 22:00,-18.64,,-21.79,-23.02,-19.49,-21.00,,-11.61,-23.73,-21.66,,,,-14.21,-19.49,-23.44,,
01/04/04 23:00,-18.76,,-21.79,-22.06,-20.12,-21.00,,-11.70,-24.30,-21.79,,,,-14.73,-19.49,-24.01,,
01/05/04 00:00,-19.25,,-22.33,-23.45,-20.24,-21.00,,-11.80,-24.60,-21.79,,,,-14.73,-20.12,-24.30,,
01/05/04 01:00,-18.76,,-22.60,-24.45,-21.00,-21.00,,-12.19,-25.19,-22.60,,,,-14.73,-20.49,-24.30,,
01/05/04 02:00,-19.25,,-23.02,-25.19,-21.00,-21.00,,-12.29,-25.19,-23.44,,,,-15.05,-20.76,-24.30,,
01/05/04 03:00,-18.65,,-23.30,-25.19,-21.26,-21.26,,-12.39,-25.19,-23.44,,,,-15.36,-21.93,-24.30,,
01/05/04 04:00,-18.29,,-23.44,-25.19,-21.66,-21.66,,-12.78,-25.19,-23.44,,,,-15.36,-20.75,-24.30,,
01/05/04 05:00,-19.01,,-23.02,-24.89,-21.40,-21.79,,-12.59,-25.50,-23.44,,,,-15.36,-19.87,-24.60,,
01/05/04 06:00,-18.53,,-22.33,-23.58,-20.87,-21.79,,-12.29,-25.80,-23.02,,,,-15.80,-19.49,-24.30,,
01/05/04 07:00,-19.13,,-21.79,-23.87,-20.49,-21.79,,-12.19,-25.19,-22.33,,,,-16.02,-18.29,-24.30,,
01/05/04 08:00,-17.38,,-21.01,-24.30,-19.62,-21.26,,-12.19,-25.19,-21.13,,,,-16.02,-17.71,-24.01,,
01/05/04 09:00,-13.90,,-19.50,-22.75,-18.17,-20.62,,-12.29,-24.31,-19.99,,,,-16.02,-16.91,-22.48,,
01/05/04 10:00,-10.22,,-17.72,-21.26,-16.58,-19.00,,-12.19,-21.67,-18.41,,,,-16.02,-16.02,-19.62,,
01/05/04 11:00,-7.77,,-15.27,-20.75,-13.02,-17.82,,-11.32,-19.87,-17.48,,,,-16.02,-15.36,-16.70,,
01/05/04 12:00,-6.74,,-13.90,-18.77,-14.10,-16.57,,-9.92,-18.17,-16.57,,,,-16.02,-13.85,-15.36,,
01/05/04 13:00,-7.50,,-12.98,-17.48,-13.69,-15.58,,-8.65,-17.36,-16.02,,,,-16.02,-15.80,-15.15,,
01/05/04 14:00,-8.30,,-12.59,-17.36,-12.99,-15.91,,-8.12,-17.48,-16.02,,,,-16.02,-16.02,-15.47,,
01/05/04 15:00,-8.91,,-15.16,-16.91,-14.73,-16.46,,-7.76,-18.29,-16.57,,,,-16.02,-15.26,-16.69,,
01/05/04 16:00,-10.11,,-16.79,-17.48,-15.80,-17.13,,-7.59,-19.00,-16.91,,,,-16.02,-14.84,-17.48,,
01/05/04 17:00,-14.21,,-17.71,-20.12,-16.57,-18.17,,-6.82,-20.24,-18.52,,,,-16.02,-15.05,-18.76,,
01/05/04 18:00,-14.21,,-18.05,-21.00,-16.57,-19.37,,-7.34,-21.00,-19.00,,,,-16.02,-14.42,-19.49,,
01/05/04 19:00,-14.52,,-18.17,-21.00,-16.46,-19.49,,-10.85,-21.00,-19.49,,,,-16.02,-14.00,-19.49,,
01/05/04 20:00,-14.31,,-18.52,-21.00,-16.35,-19.49,,-11.70,-21.00,-19.49,,,,-16.02,-12.89,-19.49,,
01/05/04 21:00,-14.31,,-18.76,-21.00,-15.91,-19.49,,-10.85,-21.00,-19.49,,,,-16.02,-12.19,-19.13,,
01/05/04 22:00,-13.59,,-18.29,-21.00,-15.05,-18.76,,-10.75,-21.00,-19.25,,,,-16.02,-11.51,-18.76,,
01/05/04 23:00,-12.60,,-17.14,-20.49,-14.42,-18.17,,-11.32,-20.37,-18.17,,,,-15.80,-11.13,-18.76,,
01/06/04 00:00,-11.42,,-16.68,-20.24,-14.63,-18.05,,-12.09,-20.24,-17.71,,,,-15.36,-10.66,-18.76,,
01/06/04 01:00,-11.13,,-16.13,-20.24,-14.63,-17.82,,-11.90,-20.12,-17.36,,,,-15.36,-9.64,-18.05,,
01/06/04 02:00,-10.94,,-15.91,-20.12,-14.64,-17.36,,-11.70,-19.49,-17.36,,,,-15.36,-8.92,-17.94,,
01/06/04 03:00,-10.94,,-15.36,-19.37,-11.42,-16.79,,-11.70,-19.00,-16.91,,,,-14.73,-8.73,-17.36,,
01/06/04 04:00,-10.39,,-15.15,-19.13,-11.04,-16.68,,-11.51,-18.76,-16.68,,,,-14.73,-8.47,-16.91,,
01/06/04 05:00,-9.01,,-14.63,-17.94,-9.74,-16.35,,-12.00,-18.05,-16.46,,,,-14.63,-7.59,-15.80,,
01/06/04 06:00,-8.65,,-13.39,-16.57,-8.65,-15.05,,-11.90,-17.71,-15.58,,,,-14.10,-6.91,-14.94,,
01/06/04 07:00,-9.55,,-12.10,-14.73,-8.03,-14.31,,-11.13,-16.57,-14.94,,,,-13.59,-6.74,-13.39,,
01/06/04 08:00,-8.57,,-10.29,-13.19,-9.19,-12.49,,-11.13,-15.26,-13.19,,,,-13.19,-5.73,-11.90,,
01/06/04 09:00,-5.98,,-8.47,-10.86,-8.47,-10.85,,-10.85,-13.39,-10.95,,,,-12.88,-4.66,-10.02,,
01/06/04 10:00,-4.90,,-6.58,-9.74,-6.06,-9.74,,-10.01,-11.51,-8.65,,,,-12.29,-3.30,-8.29,,
01/06/04 11:00,-4.01,,-4.58,-9.37,-3.70,-8.38,,-8.65,-9.92,-6.99,,,,-12.00,-2.90,-6.40,,
01/06/04 12:00,-2.37,,-4.09,-6.99,-4.58,-6.91,,-7.68,-7.77,-5.56,,,,-11.70,-2.44,-4.98,,
01/06/04 13:00,-1.60,,-3.06,-6.31,-4.41,-5.81,,-6.74,-7.33,-5.48,,,,-11.23,-3.06,-4.90,,
01/06/04 14:00,-1.22,,-3.93,-6.06,-5.81,-6.06,,-6.74,-6.91,-5.81,,,,-11.13,-2.67,-5.07,,
01/06/04 15:00,-1.52,,-5.56,-6.31,-6.31,-6.31,,-6.31,-6.31,-5.39,,,,-10.66,-2.44,-5.23,,
01/06/04 16:00,-0.99,,-5.73,-6.48,-6.74,-6.82,,-6.48,-6.31,-5.64,,,,-10.10,-1.97,-5.07,,
01/06/04 17:00,-2.91,,-6.14,-7.25,-7.59,-7.16,,-7.59,-6.65,-6.06,,,,-10.01,-1.51,-5.64,,
01/06/04 18:00,-3.53,,-6.48,-8.03,-7.85,-7.76,,-7.94,-7.42,-6.57,,,,-10.01,-1.82,-6.40,,
01/06/04 19:00,-3.06,,-6.82,-8.12,-7.59,-7.94,,-8.65,-7.33,-6.82,,,,-10.01,-2.36,-6.65,,
01/06/04 20:00,-3.53,,-6.91,-8.03,-7.76,-8.20,,-7.85,-7.33,-7.16,,,,-10.01,-2.44,-6.48,,
01/06/04 21:00,-2.67,,-7.42,-8.82,-7.85,-8.38,,-7.94,-7.33,-7.85,,,,-10.01,-2.98,-7.33,,
01/06/04 22:00,-3.38,,-7.76,-8.91,-8.20,-8.47,,-7.76,-7.33,-7.42,,,,-10.01,-2.90,-7.33,,
01/06/04 23:00,-4.02,,-7.59,-9.00,-8.38,-8.47,,-7.76,-7.50,-7.85,,,,-9.92,-3.37,-7.59,,
01/07/04 00:00,-2.75,,-7.85,-9.46,-8.73,-8.82,,-7.85,-7.76,-8.12,,,,-9.46,-3.69,-7.85,,
01/07/04 01:00,-2.21,,-7.50,-9.19,-6.08,-8.73,,-7.94,-7.76,-7.85,,,,-9.46,-3.85,-7.42,,
01/07/04 02:00,-3.23,,-7.94,-8.91,-5.73,-8.73,,-7.68,-7.85,-7.85,,,,-9.37,-5.57,-7.33,,
01/07/04 03:00,-5.40,,-7.94,-8.47,-4.74,-7.94,,-7.68,-6.74,-7.42,,,,-9.28,-5.23,-7.16,,
01/07/04 04:00,-3.69,,-7.33,-7.85,-4.41,-7.59,,-7.59,-6.74,-6.82,,,,-8.91,-4.90,-6.82,,
01/07/04 05:00,-2.83,,-7.33,-8.12,-4.98,-7.85,,-8.75,-6.99,-7.33,,,,-8.91,-4.74,-6.74,,
01/07/04 06:00,-2.91,,-7.68,-8.12,-6.06,-8.12,,-8.14,-6.99,-7.33,,,,-8.91,-5.81,-6.48,,
01/07/04 07:00,-2.83,,-7.85,-8.38,-7.17,-8.12,,-7.25,-6.82,-7.33,,,,-9.46,-5.56,-6.82,,
01/07/04 08:00,-2.60,,-7.68,-8.38,-6.57,-8.12,,-7.42,-6.82,-7.33,,,,-9.46,-5.64,-6.48,,
01/07/04 09:00,-4.42,,-7.16,-7.08,-6.48,-6.74,,-6.82,-5.81,-6.57,,,,-9.09,-5.81,-5.81,,
01/07/04 10:00,-3.61,,-6.99,-6.74,-5.56,-6.57,,-7.59,-5.73,-5.98,,,,-8.91,-6.14,-5.31,,
01/07/04 11:00,-3.37,,-7.25,-7.16,-5.39,-6.82,,-6.91,-5.81,-5.89,,,,-8.91,-6.31,-5.81,,
01/07/04 12:00,-3.53,,-7.33,-7.33,-5.31,-7.08,,-3.02,-5.81,-6.31,,,,-8.91,-6.48,-5.81,,
01/07/04 13:00,-3.53,,-7.42,-7.59,-4.58,-7.42,,-0.62,-6.23,-6.65,,,,-8.91,-6.65,-5.98,,
01/07/04 14:00,-3.85,,-7.85,-7.85,-4.74,-7.33,,-0.01,-6.31,-6.82,,,,-8.91,-6.99,-6.31,,
01/07/04 15:00,-3.85,,-8.12,-7.85,-5.73,-7.85,,0.22,-6.65,-6.99,,,,-8.91,-7.33,-6.40,,
01/07/04 16:00,-4.25,,-7.94,-7.85,-5.81,-7.85,,-0.56,-6.40,-7.33,,,,-8.91,-6.31,-6.31,,
01/07/04 17:00,-4.41,,-7.85,-7.76,-6.82,-7.50,,-0.49,-6.31,-7.33,,,,-8.91,-6.40,-6.31,,
01/07/04 18:00,-4.98,,-7.85,-7.50,-7.25,-7.33,,-4.49,-6.82,-7.33,,,,-8.91,-6.14,-6.31,,
01/07/04 19:00,-5.15,,-7.85,-7.33,-7.68,-7.76,,-3.72,-6.82,-7.50,,,,-8.91,-6.48,-6.74,,
01/07/04 20:00,-4.82,,-7.85,-7.33,-7.68,-7.68,,-3.70,-6.82,-7.50,,,,-8.91,-6.91,-6.65,,
01/07/04 21:00,-3.85,,-7.85,-7.33,-7.85,-7.33,,-3.45,-6.40,-6.82,,,,-8.91,-6.91,-6.31,,
01/07/04 22:00,-4.01,,-8.20,-8.29,-7.85,-7.42,,-3.61,-6.82,-7.42,,,,-8.91,-7.34,-6.99,,
01/07/04 23:00,-5.48,,-8.47,-8.65,-8.38,-7.85,,-2.83,-7.16,-8.47,,,,-9.09,-8.92,-7.77,,
01/08/04 00:00,-5.98,,-9.19,-9.28,-8.91,-8.38,,-4.01,-8.83,-9.19,,,,-9.46,-6.91,-9.37,,
01/08/04 01:00,-5.56,,-9.46,-10.10,-8.12,-9.28,,-3.38,-10.01,-9.83,,,,-9.46,-7.08,-9.74,,
01/08/04 02:00,-4.90,,-9.46,-10.19,-7.94,-9.64,,-2.75,-10.85,-9.46,,,,-9.46,-7.60,-10.29,,
01/08/04 03:00,-4.49,,-9.46,-10.85,-7.76,-10.01,,-3.69,-11.51,-9.64,,,,-9.46,-6.48,-10.56,,
01/08/04 04:00,-4.82,,-9.74,-11.23,-7.85,-10.10,,-3.85,-11.70,-10.01,,,,-9.46,-6.74,-10.75,,
01/08/04 05:00,-4.74,,-9.64,-11.42,-8.29,-10.01,,-4.66,-12.19,-10.01,,,,-9.83,-6.65,-11.13,,
01/08/04 06:00,-4.74,,-9.46,-11.70,-8.38,-10.01,,-4.74,-12.29,-10.38,,,,-10.01,-6.65,-11.13,,
01/08/04 07:00,-5.31,,-9.46,-12.00,-8.38,-10.01,,-4.41,-12.49,-10.56,,,,-10.01,-6.82,-11.13,,
01/08/04 08:00,-3.47,,-9.10,-12.09,-7.51,-10.01,,-4.25,-12.59,-10.19,,,,-10.01,-5.65,-10.94,,
01/08/04 09:00,-0.31,,-7.51,-11.61,-5.81,-9.19,,-4.58,-12.19,-9.37,,,,-9.92,-4.41,-10.29,,
01/08/04 10:00,1.81,,-5.49,-10.47,-4.09,-7.94,,-4.25,-10.75,-7.94,,,,-9.46,-4.01,-9.10,,
01/08/04 11:00,2.60,,-2.59,-9.55,-1.00,-6.91,,-4.33,-9.19,-6.48,,,,-9.46,-2.83,-5.40,,
01/08/04 12:00,2.75,,-1.51,-8.12,-2.82,-5.98,,-2.75,-7.77,-5.64,,,,-9.46,-1.46,-4.90,,
01/08/04 13:00,3.31,,-1.36,-7.42,-2.36,-4.66,,-1.21,-7.08,-5.31,,,,-9.28,-3.45,-4.82,,
01/08/04 14:00,2.75,,-1.59,-6.99,-2.75,-4.98,,-0.69,-7.08,-5.31,,,,-8.91,-3.37,-4.41,,
01/08/04 15:00,2.68,,-3.78,-6.23,-3.61,-5.15,,-0.16,-7.50,-5.39,,,,-8.91,-3.06,-5.56,,
01/08/04 16:00,1.31,,-5.40,-6.99,-4.09,-5.89,,0.88,-8.38,-6.23,,,,-8.91,-3.21,-6.48,,
01/08/04 17:00,-1.98,,-5.81,-8.92,-4.82,-6.82,,1.74,-9.19,-7.25,,,,-8.91,-3.93,-7.42,,
01/08/04 18:00,-3.37,,-6.31,-9.55,-5.15,-7.77,,1.46,-10.10,-8.03,,,,-8.91,-4.25,-8.20,,
01/08/04 19:00,-3.45,,-6.74,-9.83,-5.73,-8.38,,-1.14,-10.56,-8.38,,,,-8.91,-5.73,-8.38,,
01/08/04 20:00,-3.14,,-6.74,-10.01,-5.81,-8.38,,-1.74,-11.13,-8.38,,,,-8.91,-6.23,-8.38,,
