"Mean Hourly Temperature (°C) for all sites, 01/01/04 thru 12/31/04",,,,,,,,,,,,,,,,,,
Location,Bald Mesa,Beaver Basin,Burro Pass Tr,Dry Fk Mill Cr,E Mt Peale,Geyser Pass,Gold Basin,Grand-view,Horse Cr,La Sal Pass,L. Beaver,Mellenthin Meadows,Moonlight Meadows,Mt Mellenthin,N Peale RG,Wet Fk Mill Cr,Upper Dk Can,Upper Dk Can 2
Logger S/N,532797,532798,533551,555505,533560,555501,441384,555497,532800,555506,710738,695788,625100,555494,532801,555502,555498,710739
Elevation (m),2707.00,3378,3329,3232,3073,3207,3186,2204,3037,3091,3125,3195,3280,3445,3223,2988,3518,3512
Date/Time,BMS,UBB,BPT,DFM,EMP,GEP,GOB,GRV,HCR,LSP,LBB,MEM,MOM,MEL,NPE,WFM,UDC,UD2
04/10/04 14:00,2.10,,-3.14,-4.42,-3.14,-3.06,,2.10,-1.97,-2.91,,,,-2.44,-3.69,-2.83,,
04/10/04 15:00,2.32,,-4.09,-6.23,-2.51,-3.62,,2.46,-2.21,-2.59,,,,-2.44,-3.77,-3.77,,
04/10/04 16:00,0.79,,-5.07,-5.81,-2.28,-4.17,,2.75,-1.82,-2.67,,,,-2.44,-4.58,-3.69,,
04/10/04 17:00,-1.06,,-5.48,-6.74,-3.45,-4.99,,3.31,-3.14,-2.98,,,,-2.44,-4.66,-4.33,,
04/10/04 18:00,-2.36,,-7.00,-7.08,-4.58,-5.73,,3.38,-3.61,-4.01,,,,-2.44,-4.90,-4.58,,
04/10/04 19:00,-3.29,,-8.12,-7.59,-5.31,-6.15,,3.24,-4.33,-4.66,,,,-2.44,-5.81,-5.15,,
04/10/04 20:00,-4.33,,-8.91,-8.29,-5.81,-7.16,,2.03,-5.48,-5.73,,,,-2.44,-7.42,-5.81,,
04/10/04 21:00,-5.07,,-9.00,-8.38,-6.65,-7.50,,1.67,-5.81,-6.65,,,,-2.44,-9.01,-6.23,,
04/10/04 22:00,-5.48,,-8.91,-8.38,-6.74,-7.85,,0.88,-5.89,-6.74,,,,-2.44,-9.19,-6.48,,
04/10/04 23:00,-5.48,,-8.20,-7.94,-6.23,-7.51,,0.07,-5.56,-6.14,,,,-2.44,-7.68,-5.81,,
04/11/04 00:00,-4.90,,-7.94,-7.85,-5.81,-6.91,,-0.31,-5.23,-5.81,,,,-2.44,-6.74,-5.81,,
04/11/04 01:00,-5.48,,-8.38,-7.85,-5.81,-7.25,,-0.39,-5.56,-6.23,,,,-2.44,-6.82,-5.81,,
04/11/04 02:00,-6.15,,-8.12,-7.85,-5.81,-6.91,,-0.24,-5.39,-6.48,,,,-2.44,-6.82,-5.81,,
04/11/04 03:00,-6.31,,-7.85,-7.50,-5.56,-6.57,,-0.84,-4.82,-6.31,,,,-2.44,-6.82,-5.15,,
04/11/04 04:00,-6.48,,-8.20,-7.85,-6.14,-6.82,,-1.44,-4.82,-6.82,,,,-2.44,-6.82,-5.39,,
04/11/04 05:00,-5.98,,-8.38,-7.94,-6.31,-7.33,,-2.52,-5.64,-7.16,,,,-2.44,-6.91,-5.81,,
04/11/04 06:00,-6.06,,-8.65,-8.56,-6.31,-7.59,,-2.75,-5.89,-6.82,,,,-2.44,-7.33,-5.89,,
04/11/04 07:00,-6.23,,-8.38,-9.46,-6.06,-7.33,,-2.59,-7.08,-5.73,,,,-2.52,-7.08,-6.23,,
04/11/04 08:00,-3.40,,-8.20,-8.83,-5.07,-6.40,,-3.14,-7.08,-4.50,,,,-2.90,-5.90,-6.14,,
04/11/04 09:00,-1.21,,-7.42,-7.16,-3.77,-5.31,,-3.37,-4.50,-3.45,,,,-2.90,-4.98,-4.66,,
04/11/04 10:00,0.43,,-5.90,-6.23,-3.21,-4.41,,-3.45,-3.45,-2.98,,,,-2.90,-4.09,-2.83,,
04/11/04 11:00,1.17,,-4.41,-5.40,-1.67,-3.45,,2.16,-2.98,-1.97,,,,-2.90,-3.61,-0.84,,
04/11/04 12:00,2.10,,-3.69,-4.33,0.21,-2.75,,1.53,-2.13,-1.97,,,,-2.90,-3.14,0.88,,
04/11/04 13:00,3.24,,-3.14,-3.30,4.42,-1.29,,3.88,-1.29,-1.36,,,,-2.90,-2.28,1.02,,
04/11/04 14:00,3.87,,-2.13,-2.36,2.09,-0.39,,4.08,0.06,0.06,,,,-2.90,-1.51,1.10,,
04/11/04 15:00,4.15,,-2.13,-2.75,0.22,-1.06,,5.12,0.80,0.87,,,,-2.90,-0.91,1.60,,
04/11/04 16:00,3.81,,-2.98,-1.21,-0.39,-1.21,,5.95,1.60,-0.09,,,,-2.90,-1.37,0.88,,
04/11/04 17:00,3.67,,-3.53,-1.14,-0.69,-0.54,,6.96,1.67,-0.46,,,,-2.90,-1.97,0.87,,
04/11/04 18:00,2.89,,-3.77,-2.83,-1.21,-1.82,,7.76,-0.84,-1.82,,,,-2.90,-2.98,-0.54,,
04/11/04 19:00,1.01,,-4.41,-3.54,-2.05,-3.14,,7.76,-1.82,-2.75,,,,-2.90,-3.21,-1.51,,
04/11/04 20:00,-2.05,,-5.48,-5.98,-2.67,-4.82,,7.30,-2.75,-3.93,,,,-2.90,-3.45,-2.36,,
04/11/04 21:00,-1.97,,-5.64,-7.68,-2.98,-5.31,,5.94,-3.93,-4.49,,,,-2.90,-3.29,-4.01,,
04/11/04 22:00,-1.14,,-5.15,-7.76,-2.90,-4.90,,3.81,-4.66,-4.09,,,,-2.90,-3.37,-3.69,,
04/11/04 23:00,-1.14,,-4.82,-7.33,-2.90,-4.74,,4.36,-5.15,-3.53,,,,-2.90,-3.37,-3.37,,
04/12/04 00:00,-1.82,,-5.39,-7.68,-3.45,-5.39,,5.26,-5.98,-4.33,,,,-2.90,-3.77,-3.85,,
04/12/04 01:00,-1.82,,-5.81,-7.60,-3.85,-5.81,,4.29,-6.48,-4.98,,,,-2.90,-3.77,-4.98,,
04/12/04 02:00,-1.97,,-5.64,-5.90,-3.06,-4.90,,4.15,-6.49,-4.25,,,,-2.90,-3.85,-4.58,,
04/12/04 03:00,-1.67,,-5.81,-4.90,-3.06,-4.58,,4.29,-3.37,-4.01,,,,-3.29,-3.93,-3.45,,
04/12/04 04:00,-0.61,,-6.31,-5.07,-2.98,-4.49,,3.81,-2.82,-3.85,,,,-3.37,-3.93,-3.14,,
04/12/04 05:00,-0.69,,-6.31,-4.90,-3.14,-4.33,,3.74,-2.59,-3.37,,,,-3.37,-4.25,-2.90,,
04/12/04 06:00,-0.91,,-6.23,-4.82,-2.90,-4.33,,3.74,-2.82,-4.09,,,,-3.37,-3.93,-2.90,,
04/12/04 07:00,-0.02,,-5.89,-4.41,-2.75,-4.33,,3.87,-2.52,-3.06,,,,-3.37,-3.77,-2.67,,
04/12/04 08:00,1.67,,-4.98,-4.01,-2.13,-3.61,,3.95,-2.13,-1.74,,,,-3.37,-2.75,-2.36,,
04/12/04 09:00,3.03,,-3.69,-3.37,-0.99,-2.67,,4.22,-1.51,-0.69,,,,-3.37,-1.90,-1.44,,
04/12/04 10:00,4.64,,-2.52,-2.75,-0.31,-1.97,,4.08,-0.69,0.07,,,,-3.37,-1.14,-0.09,,
04/12/04 11:00,5.61,,-1.67,-2.05,0.66,-1.36,,8.47,-0.09,0.80,,,,-3.37,-0.69,1.38,,
04/12/04 12:00,6.42,,-1.14,-1.44,2.24,-0.31,,7.90,0.80,1.89,,,,-3.37,0.21,2.32,,
04/12/04 13:00,7.43,,-0.46,-0.61,6.62,1.96,,9.62,1.60,2.68,,,,-3.37,0.58,2.89,,
04/12/04 14:00,8.50,,0.58,0.21,3.80,2.60,,9.29,2.67,3.66,,,,-3.37,1.02,3.24,,
04/12/04 15:00,9.03,,1.02,0.66,2.46,2.25,,10.14,3.73,4.08,,,,-3.37,1.96,3.88,,
04/12/04 16:00,9.10,,0.73,2.10,2.46,2.53,,11.12,4.71,3.88,,,,-3.37,2.17,4.85,,
04/12/04 17:00,8.70,,0.29,1.74,2.32,3.38,,11.77,5.20,3.73,,,,-3.21,2.25,3.31,,
04/12/04 18:00,8.50,,-0.31,1.31,1.60,2.17,,12.23,2.88,1.96,,,,-2.90,0.21,2.53,,
04/12/04 19:00,6.15,,-1.36,0.21,0.51,0.66,,12.68,0.87,0.58,,,,-2.90,-0.76,1.09,,
04/12/04 20:00,2.39,,-2.28,-1.74,-0.69,-0.76,,12.29,-1.06,-0.99,,,,-2.90,-1.21,-0.61,,
04/12/04 21:00,1.96,,-2.28,-2.13,-1.06,-1.89,,10.99,-1.82,-1.44,,,,-2.44,-2.36,-0.99,,
04/12/04 22:00,2.53,,-2.83,-2.05,-1.14,-2.13,,8.43,-1.82,-1.14,,,,-2.44,-2.83,-0.61,,
04/12/04 23:00,2.96,,-3.06,-2.83,-1.51,-1.74,,8.30,-2.28,-1.14,,,,-2.44,-2.59,-1.51,,
04/13/04 00:00,3.03,,-2.05,-3.37,-0.99,-0.99,,8.03,-2.67,-1.59,,,,-2.44,-1.21,-1.59,,
04/13/04 01:00,1.74,,-2.52,-3.53,-0.91,-1.59,,8.96,-2.98,-1.82,,,,-2.44,-1.44,-1.89,,
04/13/04 02:00,1.60,,-3.14,-3.77,-1.21,-1.97,,7.90,-3.45,-2.21,,,,-2.44,-2.44,-2.28,,
04/13/04 03:00,1.74,,-3.45,-3.53,-1.51,-1.97,,7.43,-3.85,-2.13,,,,-2.52,-2.75,-2.44,,
04/13/04 04:00,1.67,,-3.93,-4.01,-1.29,-2.36,,7.43,-3.93,-1.97,,,,-2.90,-2.90,-2.44,,
04/13/04 05:00,1.53,,-4.01,-4.74,-1.06,-2.44,,6.76,-4.33,-1.97,,,,-2.90,-3.37,-2.82,,
04/13/04 06:00,1.89,,-4.98,-5.31,-1.06,-2.44,,6.62,-4.66,-1.97,,,,-2.90,-4.09,-2.90,,
04/13/04 07:00,2.81,,-5.15,-5.31,-0.61,-1.97,,6.55,-4.66,-1.51,,,,-2.90,-3.38,-2.90,,
04/13/04 08:00,6.56,,-3.23,-4.58,1.31,-0.76,,6.35,-4.01,0.50,,,,-2.90,0.58,-2.67,,
04/13/04 09:00,8.70,,-0.69,-1.98,3.03,0.58,,6.35,-1.15,2.68,,,,-2.90,1.53,-0.47,,
04/13/04 10:00,9.95,,0.95,0.95,3.88,1.89,,6.62,2.32,3.53,,,,-2.90,1.89,3.03,,
04/13/04 11:00,10.86,,2.10,2.03,4.92,3.10,,10.84,3.31,4.15,,,,-2.90,2.75,5.74,,
04/13/04 12:00,10.99,,2.60,2.53,6.55,4.02,,11.64,4.29,4.71,,,,-2.90,3.31,7.30,,
04/13/04 13:00,12.54,,3.17,4.08,10.99,5.74,,12.61,4.78,5.19,,,,-2.90,3.67,7.76,,
04/13/04 14:00,14.03,,3.88,5.67,7.83,6.22,,12.55,5.61,5.74,,,,-2.59,4.29,8.83,,
04/13/04 15:00,14.02,,3.38,6.89,5.67,5.53,,14.47,6.29,5.13,,,,-2.44,4.43,10.08,,
04/13/04 16:00,13.45,,3.52,7.09,5.33,5.46,,15.81,5.67,5.95,,,,-2.44,4.64,9.29,,
04/13/04 17:00,12.42,,3.38,7.09,5.06,5.94,,16.51,6.69,6.21,,,,-2.44,4.57,7.63,,
04/13/04 18:00,12.09,,2.46,6.55,4.50,4.57,,16.19,4.78,4.71,,,,-2.36,3.10,6.15,,
04/13/04 19:00,9.48,,2.03,4.57,2.96,3.94,,16.32,3.59,3.60,,,,-1.97,1.17,4.78,,
04/13/04 20:00,6.35,,0.58,1.24,2.46,1.24,,16.00,1.02,2.53,,,,-1.97,1.17,2.32,,
04/13/04 21:00,4.99,,-0.46,1.82,1.74,1.09,,13.83,0.44,2.17,,,,-1.97,1.02,1.60,,
04/13/04 22:00,5.33,,-0.84,2.03,1.60,1.74,,12.35,0.95,2.46,,,,-1.97,1.02,2.03,,
04/13/04 23:00,6.02,,-0.16,2.03,1.17,2.10,,11.77,-0.01,1.96,,,,-1.97,0.58,1.67,,
04/14/04 00:00,6.69,,0.51,2.25,1.60,1.82,,11.77,1.89,2.53,,,,-1.97,1.02,2.75,,
04/14/04 01:00,6.29,,0.58,1.31,1.96,1.53,,12.03,1.89,2.10,,,,-1.97,1.53,2.53,,
04/14/04 02:00,6.76,,0.80,2.03,1.89,2.03,,12.16,2.53,2.39,,,,-1.97,1.67,3.03,,
04/14/04 03:00,5.95,,0.29,1.53,1.46,1.38,,10.93,2.25,1.82,,,,-1.97,1.31,2.53,,
04/14/04 04:00,3.94,,-0.91,0.80,0.88,0.58,,10.93,1.53,0.73,,,,-1.97,0.58,1.67,,
04/14/04 05:00,3.38,,-1.14,0.29,0.73,0.29,,11.06,1.31,0.22,,,,-1.97,0.66,1.60,,
04/14/04 06:00,2.67,,-1.66,-0.46,0.14,-0.54,,10.28,0.58,-0.39,,,,-1.97,0.14,0.80,,
04/14/04 07:00,2.67,,-1.97,-0.84,0.21,-0.91,,9.75,-0.01,-0.16,,,,-1.97,0.07,0.29,,
04/14/04 08:00,6.49,,-1.37,-0.61,1.38,-0.46,,9.16,0.80,1.31,,,,-1.97,0.95,0.36,,
04/14/04 09:00,8.10,,0.06,0.29,2.67,0.36,,8.70,1.82,2.67,,,,-2.36,1.60,1.74,,
04/14/04 10:00,8.76,,1.17,0.88,3.67,1.17,,8.96,2.68,3.17,,,,-2.44,1.60,3.66,,
04/14/04 11:00,10.60,,2.96,1.60,4.50,2.39,,12.47,3.53,3.53,,,,-2.44,2.17,5.67,,
04/14/04 12:00,9.95,,2.53,2.17,4.22,2.68,,12.09,3.74,3.60,,,,-2.44,2.10,5.81,,
04/14/04 13:00,10.21,,2.03,2.53,4.50,2.81,,13.57,3.59,3.95,,,,-2.44,2.25,5.26,,
04/14/04 14:00,9.49,,2.10,2.60,4.71,3.10,,12.81,3.60,3.87,,,,-2.21,2.39,5.19,,
04/14/04 15:00,10.54,,2.67,4.15,4.57,3.80,,12.74,4.08,4.50,,,,-1.97,2.89,6.49,,
04/14/04 16:00,9.75,,2.10,3.24,4.22,3.10,,12.55,4.15,4.43,,,,-1.97,2.75,5.26,,
04/14/04 17:00,10.66,,2.10,3.45,4.29,3.59,,13.70,4.64,5.20,,,,-1.97,3.24,5.13,,
04/14/04 18:00,10.47,,1.96,4.57,3.88,3.80,,13.83,4.78,4.29,,,,-1.97,2.96,5.67,,
04/14/04 19:00,8.69,,1.46,3.38,3.45,3.24,,15.17,3.87,3.73,,,,-1.97,2.89,4.43,,
04/14/04 20:00,7.16,,0.73,2.25,2.96,2.03,,14.85,3.10,2.75,,,,-1.97,2.53,3.24,,
04/14/04 21:00,7.30,,0.73,2.39,2.89,2.03,,13.06,3.03,2.68,,,,-2.44,2.46,3.31,,
04/14/04 22:00,6.76,,0.66,1.82,2.60,1.31,,12.36,2.46,2.17,,,,-2.44,2.25,3.31,,
04/14/04 23:00,4.00,,-0.69,0.13,1.60,0.13,,11.77,1.38,1.09,,,,-2.44,0.73,2.10,,
04/15/04 00:00,0.65,,-2.82,-2.28,-0.76,-2.51,,11.12,-0.84,-0.91,,,,-2.44,-1.44,-0.16,,
04/15/04 01:00,0.58,,-2.90,-2.13,-1.06,-2.98,,8.56,-1.74,-1.82,,,,-2.44,-1.51,-0.76,,
04/15/04 02:00,0.88,,-3.14,-2.44,-1.06,-3.14,,7.16,-2.36,-1.97,,,,-2.67,-1.36,-0.76,,
04/15/04 03:00,0.21,,-3.53,-2.44,-1.21,-3.53,,7.36,-2.59,-2.36,,,,-2.90,-1.51,-1.97,,
04/15/04 04:00,-0.24,,-3.77,-3.78,-1.51,-3.85,,7.36,-2.90,-2.44,,,,-2.90,-1.51,-2.67,,
04/15/04 05:00,0.51,,-3.85,-5.64,-1.51,-3.85,,7.03,-3.37,-2.75,,,,-2.90,-1.51,-3.06,,
04/15/04 06:00,0.73,,-4.25,-5.81,-1.44,-3.61,,7.03,-3.85,-2.90,,,,-2.90,-2.05,-3.21,,
04/15/04 07:00,1.38,,-4.33,-5.64,-1.44,-3.37,,6.89,-3.69,-2.52,,,,-2.90,-3.14,-3.21,,
04/15/04 08:00,4.08,,-3.14,-4.50,-0.09,-2.28,,7.16,-2.67,-0.31,,,,-2.90,-1.37,-2.21,,
04/15/04 09:00,5.81,,-1.06,-1.06,0.80,-0.39,,7.50,0.28,0.58,,,,-2.90,-0.09,0.72,,
04/15/04 10:00,8.16,,1.09,0.44,2.60,0.88,,8.23,2.03,1.96,,,,-2.90,0.95,3.03,,
04/15/04 11:00,9.29,,1.74,1.10,3.59,1.67,,9.56,2.75,2.60,,,,-2.90,1.46,4.78,,
04/15/04 12:00,10.14,,2.67,1.89,5.47,3.10,,10.86,3.81,3.60,,,,-2.90,2.81,6.35,,
04/15/04 13:00,12.10,,3.53,3.59,9.75,4.92,,12.48,4.85,4.64,,,,-2.90,3.10,8.16,,
04/15/04 14:00,12.68,,4.22,5.33,7.36,6.01,,13.00,5.40,5.67,,,,-2.90,3.74,9.16,,
04/15/04 15:00,13.00,,4.29,5.88,6.42,5.33,,14.21,6.22,6.56,,,,-2.82,4.15,10.02,,
04/15/04 16:00,12.80,,3.88,8.63,5.74,5.88,,14.85,6.89,6.69,,,,-2.44,4.50,9.42,,
04/15/04 17:00,12.68,,3.67,6.83,5.40,6.76,,15.43,7.30,6.15,,,,-2.44,4.85,7.90,,
04/15/04 18:00,11.38,,2.74,5.67,4.85,5.26,,15.94,5.54,4.71,,,,-2.05,3.45,6.49,,
04/15/04 19:00,9.16,,1.67,3.87,3.66,4.01,,16.19,4.36,4.01,,,,-1.97,2.39,4.85,,
04/15/04 20:00,6.69,,1.17,2.96,3.03,2.68,,15.36,3.17,3.60,,,,-1.97,2.46,3.95,,
04/15/04 21:00,6.69,,1.31,2.89,2.89,2.96,,14.09,2.10,3.31,,,,-1.97,2.25,3.81,,
04/15/04 22:00,6.69,,1.24,2.89,2.82,2.46,,12.74,3.03,3.17,,,,-1.97,1.82,3.88,,
04/15/04 23:00,6.42,,1.17,2.75,3.17,2.68,,12.74,3.24,3.10,,,,-1.97,2.17,3.67,,
04/16/04 00:00,5.61,,0.51,2.10,2.46,2.03,,12.87,3.24,1.96,,,,-1.97,2.46,3.10,,
04/16/04 01:00,4.99,,0.14,1.67,2.32,1.46,,12.80,2.60,1.17,,,,-1.97,2.25,2.82,,
04/16/04 02:00,4.22,,-0.24,1.17,1.82,1.09,,12.16,2.10,0.95,,,,-1.97,1.60,2.46,,
04/16/04 03:00,4.01,,-0.99,0.51,1.39,0.36,,11.71,1.46,0.51,,,,-2.44,0.88,1.82,,
04/16/04 04:00,3.17,,-1.66,-0.09,0.88,-0.16,,11.19,0.88,-0.24,,,,-2.44,0.36,1.24,,
04/16/04 05:00,2.53,,-1.89,-0.61,0.22,-0.76,,10.41,0.51,-0.54,,,,-2.67,-0.09,0.73,,
04/16/04 06:00,2.03,,-2.36,-0.99,-0.09,-1.06,,9.75,0.21,-0.91,,,,-2.90,-0.39,0.36,,
04/16/04 07:00,3.30,,-2.36,-1.06,0.21,-1.14,,9.36,0.22,-0.24,,,,-2.90,-0.31,0.14,,
04/16/04 08:00,6.69,,-1.37,-0.91,1.31,-0.69,,9.03,0.66,1.10,,,,-2.90,0.66,0.44,,
04/16/04 09:00,7.90,,0.21,0.21,3.10,0.29,,9.03,1.67,2.17,,,,-2.90,1.74,1.89,,
04/16/04 10:00,9.29,,1.38,1.17,3.95,1.46,,8.90,2.60,3.17,,,,-2.90,2.39,4.01,,
04/16/04 11:00,10.60,,3.03,1.96,4.71,2.89,,12.28,4.01,4.29,,,,-2.90,3.24,6.15,,
04/16/04 12:00,11.38,,3.31,3.03,7.09,4.22,,12.16,4.85,5.06,,,,-2.90,3.94,7.76,,
04/16/04 13:00,13.13,,4.02,4.57,9.75,6.08,,13.38,5.40,5.81,,,,-2.90,4.50,9.09,,
04/16/04 14:00,13.00,,4.64,6.01,7.83,6.55,,14.02,6.22,6.15,,,,-2.75,4.92,9.88,,
04/16/04 15:00,13.38,,4.57,6.76,6.76,5.74,,14.79,6.49,6.42,,,,-2.44,5.06,10.28,,
04/16/04 16:00,13.13,,3.95,7.50,6.08,5.47,,15.36,6.22,5.95,,,,-2.44,5.06,9.03,,
04/16/04 17:00,11.44,,3.45,5.60,5.67,5.26,,15.94,5.47,5.74,,,,-2.44,4.78,7.29,,
04/16/04 18:00,9.88,,2.82,4.29,5.06,4.29,,16.51,4.85,4.99,,,,-2.13,4.08,6.08,,
04/16/04 19:00,8.83,,2.17,3.60,4.22,3.31,,15.49,4.22,4.22,,,,-1.97,3.45,4.99,,
04/16/04 20:00,8.23,,2.03,3.24,3.53,2.53,,14.41,3.03,3.66,,,,-1.97,3.17,3.88,,
04/16/04 21:00,7.96,,2.17,3.31,3.38,2.75,,13.64,3.31,3.60,,,,-1.97,3.03,4.43,,
04/16/04 22:00,7.76,,2.17,3.38,3.24,3.03,,13.06,2.46,3.03,,,,-1.97,2.89,4.50,,
04/16/04 23:00,7.43,,1.67,2.89,3.17,2.96,,13.19,1.67,3.03,,,,-1.97,2.75,3.95,,
04/17/04 00:00,7.10,,1.31,2.60,2.96,2.75,,13.32,1.24,2.82,,,,-1.97,2.46,3.67,,
04/17/04 01:00,6.15,,1.10,2.17,2.89,2.10,,12.93,1.39,2.17,,,,-1.97,2.03,3.03,,
04/17/04 02:00,5.61,,0.58,1.53,2.03,1.89,,12.61,1.82,1.53,,,,-1.97,1.60,2.82,,
04/17/04 03:00,4.85,,-0.31,0.80,1.24,1.02,,11.84,1.31,0.80,,,,-1.97,0.95,2.03,,
04/17/04 04:00,3.66,,-1.06,0.14,0.58,0.22,,11.32,-0.39,0.44,,,,-2.13,0.07,1.17,,
04/17/04 05:00,3.74,,-0.54,0.66,0.29,0.73,,10.60,0.06,0.44,,,,-2.44,0.22,1.60,,
04/17/04 06:00,4.15,,-0.46,0.58,-0.39,0.80,,9.75,0.29,0.36,,,,-2.44,0.36,1.74,,
04/17/04 07:00,5.33,,-0.16,0.73,0.14,0.80,,9.75,0.58,0.51,,,,-2.44,0.36,2.03,,
04/17/04 08:00,6.96,,-0.16,0.88,1.53,0.80,,9.82,1.60,1.17,,,,-2.44,0.73,2.25,,
04/17/04 09:00,7.96,,0.36,1.10,2.60,1.31,,9.95,2.39,2.10,,,,-2.44,1.46,2.82,,
04/17/04 10:00,9.03,,0.95,1.67,3.88,2.25,,10.08,3.03,3.53,,,,-2.05,2.25,4.29,,
04/17/04 11:00,10.28,,1.46,2.10,4.15,2.68,,12.74,3.80,3.74,,,,-1.97,2.68,5.60,,
04/17/04 12:00,10.47,,2.10,3.03,4.85,3.17,,12.87,4.50,3.74,,,,-1.97,2.60,7.30,,
04/17/04 13:00,10.21,,1.82,3.31,4.71,3.24,,13.64,4.50,4.01,,,,-1.97,2.89,6.01,,
04/17/04 14:00,11.83,,2.53,4.02,5.06,4.01,,13.64,5.19,4.71,,,,-1.97,3.52,6.49,,
04/17/04 15:00,11.96,,3.60,4.99,5.47,4.99,,13.90,5.67,5.61,,,,-1.97,4.36,7.43,,
04/17/04 16:00,12.81,,3.67,6.01,5.67,5.33,,14.85,6.29,6.08,,,,-1.97,4.85,7.83,,
04/17/04 17:00,12.35,,3.67,6.08,5.67,6.08,,15.36,6.42,6.49,,,,-1.89,5.26,7.30,,
04/17/04 18:00,11.45,,2.89,5.26,4.85,4.78,,16.13,5.47,5.19,,,,-1.51,4.15,6.56,,
04/17/04 19:00,9.22,,2.03,3.59,3.95,3.31,,15.94,4.22,4.08,,,,-1.51,3.17,5.13,,
04/17/04 20:00,7.90,,1.39,2.75,3.31,2.75,,14.72,3.38,3.45,,,,-1.51,2.60,4.22,,
04/17/04 21:00,7.16,,0.95,2.25,2.96,2.39,,14.02,3.31,2.82,,,,-1.51,2.17,3.73,,
04/17/04 22:00,6.08,,0.36,1.46,2.25,1.74,,13.00,2.67,2.25,,,,-1.51,1.38,3.03,,
04/17/04 23:00,5.20,,-0.46,0.73,1.67,1.02,,12.29,1.89,1.46,,,,-1.51,0.73,2.32,,
04/18/04 00:00,4.02,,-1.51,-0.31,0.95,-0.24,,11.51,0.88,0.51,,,,-1.89,-0.16,1.17,,
04/18/04 01:00,2.68,,-2.82,-1.74,-0.16,-1.59,,10.67,-0.31,-0.76,,,,-1.97,-1.36,0.07,,
04/18/04 02:00,2.03,,-3.14,-2.28,-0.99,-2.13,,9.42,-0.76,-1.44,,,,-1.97,-1.97,-0.46,,
04/18/04 03:00,1.09,,-3.85,-3.14,-1.44,-3.06,,8.10,-1.59,-2.13,,,,-2.05,-2.75,-1.29,,
04/18/04 04:00,-0.61,,-4.82,-4.66,-2.44,-4.09,,7.43,-2.52,-2.83,,,,-2.44,-3.61,-1.90,,
04/18/04 05:00,-2.59,,-5.64,-5.64,-3.93,-5.15,,6.35,-3.85,-4.50,,,,-2.44,-4.74,-3.53,,
04/18/04 06:00,-4.33,,-7.51,-7.59,-5.56,-7.51,,4.43,-5.56,-5.98,,,,-2.44,-7.25,-5.40,,
04/18/04 07:00,-4.25,,-7.85,-7.85,-5.89,-7.76,,0.58,-5.81,-6.23,,,,-2.75,-7.08,-5.64,,
04/18/04 08:00,-4.58,,-7.85,-8.12,-5.81,-7.85,,-0.31,-5.98,-6.31,,,,-2.90,-7.33,-5.89,,
04/18/04 09:00,-4.09,,-7.94,-7.94,-5.07,-7.85,,-0.46,-5.81,-5.81,,,,-3.21,-6.82,-5.64,,
04/18/04 10:00,-3.37,,-7.33,-7.51,-4.50,-6.99,,-0.54,-5.23,-5.31,,,,-3.37,-6.15,-5.23,,
04/18/04 11:00,-0.92,,-5.15,-6.48,-2.51,-5.89,,0.29,-3.46,-3.85,,,,-3.37,-4.90,-3.62,,
04/18/04 12:00,1.31,,-3.61,-5.23,-0.09,-3.93,,1.24,-1.97,-2.67,,,,-3.37,-4.01,-1.44,,
04/18/04 13:00,1.60,,-3.53,-4.41,1.60,-2.98,,3.73,-1.67,-2.05,,,,-3.37,-3.61,-0.99,,
04/18/04 14:00,3.59,,-2.59,-3.37,1.82,-2.52,,4.43,-0.09,-1.51,,,,-3.37,-2.67,-0.31,,
04/18/04 15:00,4.22,,-2.13,-2.21,0.80,-1.52,,5.54,0.29,-0.69,,,,-3.37,-1.74,0.44,,
04/18/04 16:00,4.57,,-2.05,-0.24,0.44,-0.69,,7.16,1.09,0.14,,,,-2.98,-1.44,0.88,,
04/18/04 17:00,5.26,,-2.67,-1.14,-0.31,-0.91,,8.36,0.43,-0.02,,,,-2.90,-1.67,0.21,,
04/18/04 18:00,4.85,,-2.98,-1.59,-0.91,-0.91,,8.96,0.14,-1.21,,,,-2.90,-2.13,-0.39,,
04/18/04 19:00,2.53,,-3.93,-2.59,-1.82,-2.13,,8.96,-0.91,-1.97,,,,-2.90,-2.44,-1.51,,
04/18/04 20:00,-0.61,,-5.48,-4.25,-2.44,-3.21,,8.96,-2.21,-3.06,,,,-2.90,-2.59,-2.59,,
04/18/04 21:00,-1.21,,-6.31,-4.49,-2.44,-3.85,,7.56,-3.53,-3.93,,,,-2.90,-2.90,-3.69,,
04/18/04 22:00,-1.44,,-6.74,-4.90,-2.90,-4.41,,5.47,-3.77,-4.01,,,,-3.21,-3.21,-4.01,,
04/18/04 23:00,-0.84,,-5.73,-4.49,-2.90,-4.33,,4.36,-2.75,-3.77,,,,-2.90,-2.90,-4.17,,
04/19/04 00:00,-0.46,,-5.56,-4.33,-2.90,-3.61,,4.57,-2.44,-3.69,,,,-2.90,-3.14,-3.77,,
04/19/04 01:00,-0.31,,-5.73,-4.17,-2.90,-3.77,,5.06,-2.90,-3.85,,,,-2.90,-3.77,-3.69,,
04/19/04 02:00,-0.24,,-6.23,-3.85,-2.90,-3.45,,5.54,-4.17,-3.85,,,,-3.29,-4.33,-3.69,,
